col_1,Stage,Sub-Stage,Item,Well Type,Requirement - under either EPA's UIC Class VI or potentially,Adjust Capital Cost to Last Year of Permitting,Capitalize or Expense,Depreciation Category,"Well-Drilling, Monitoring, or Labor (as categorized in model","For Fin. Resp.: Corr. Action, Inject. Well Plug. or Em. & Re",Financial Responsibility Category,Categories for Detailed Cost Breakdown,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity
82,Permitting & Site Construction,2.9 Permits:,Air Permit (minor source) - per site,N/A,§ 144.36),N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Permits,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
83,Permitting & Site Construction,2.9 Permits:,Archeological Survey - per site,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Permits,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
84,Permitting & Site Construction,2.9 Permits:,Biological Survey - per site,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Permits,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
85,Permitting & Site Construction,2.9 Permits:,Phase I Environmental Site Assessment - per site,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Permits,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
86,Permitting & Site Construction,2.9 Permits:,FOIA Document Review - per site,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Permits,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
87,Permitting & Site Construction,2.9 Permits:,National Pollutant Discharge Elimination System (NPDES) permit,N/A,"Yes, 30 CFR 550.217 and 30 CFR 550.248. Must be included as part of the DPP and DOCD",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Permits,Engineer Labor Hours,96,Hours,128.676,$/Hour,Engineer Labor Hours,96,Hours,128.676,$/Hour,Engineer Labor Hours,96
88,Permitting & Site Construction,2.10 Injection well drilling:,Petrophysical (Log-analyst) report on well data,N/A,"Yes, (III) (G) (3)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
89,Permitting & Site Construction,2.10 Injection well drilling:,Update AoR and corrective action,N/A,"Yes, (III) (B)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20
90,Permitting & Site Construction,2.10 Injection well drilling:,Update Testing and monitoring plan,N/A,"Yes, (III) (F)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20
91,Permitting & Site Construction,2.10 Injection well drilling:,Update Injection well plugging plan,N/A,"Yes, (III) (H) (1)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20
92,Permitting & Site Construction,2.10 Injection well drilling:,Update PISC and site closure plan,N/A,"Yes, § 146.93 and (III) (H) (2-3)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20
93,Permitting & Site Construction,2.10 Injection well drilling:,Update Emergency and remedial response plan,N/A,"Yes, (III) (J)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20,Hours,128.676,$/Hour,Engineer Labor Hours,20
94,Permitting & Site Construction,2.10 Injection well drilling:,Financial responsibility,N/A,"Yes, § 146.85 and (III) (I)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Reporting-Upfront,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
95,Permitting & Site Construction,2.11 Subpart RR (Subpart UU for EOR projects):,"Preparation of Monitoring, Verification & Reporting (MVR) plan",N/A,"Yes, (II) (D)",N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Subpart RR,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0,Hours,128.676,$/Hour,Engineer Labor Hours,0
96,Operations,2.12 Gathering Field Data:,Subpart RR  - ops,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Subpart RR,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
97,PISC and Site Closure,2.12 Gathering Field Data:,Subpart RR  - pisc,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,PISC,Subpart RR,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
98,Operations,2.12 Gathering Field Data:,Other (data cost from selected MVA tech included in tech costs) - ops,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,Not Incl,Obtain field data,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
99,PISC and Site Closure,2.12 Gathering Field Data:,Other (data cost from selected MVA tech included in tech costs) - pisc,N/A,No,N/A,Capital,Site Sel. & Site Char.,Labor,Not Incl,PISC,Obtain field data,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
100,Operations,2.13 Corrective Action (CA):,Remediating Deep Wells,old,No,N/A,Capital,Site Sel. & Site Char.,Other,Corrective Action,Corrective Action,Corrective action,Replug,13500,$/well,18.166666666666668,wells,Replug,13500,$/well,18.166666666666668,wells,Replug,13500
101,Operations,2.13 Corrective Action (CA):,Transport for remediating old or abandoned Deep Wells,old,No,No,Expense,Expense,Other,Corrective Action,Corrective Action,Transport vessels,,,,,,,,,,,,
102,Operations,3.1 Fees per tonne (other expenses):,Injection (for lease holders),N/A,"Yes, (III) (C) ",No,Expense,Expense,Other,Not Incl,Not Incl,Pore space fees,,,,,,,,,,,,
103,Operations,3.1 Fees per tonne (other expenses):,Long-term Stewardship Trust Fund (State),N/A,"Yes, § 146.85",No,Expense,Expense,Other,Not Incl,Not Incl,Long-term stewardship fees,,,,,,,,,,,,
104,Operations,3.1 Fees per tonne (other expenses):,Operational Oversight Fund (State),N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
105,Site Selection & Site Characterization,"3.2.1 Fees, One-Time (other expenses):",Public Outreach,N/A,"Yes, (II) (E) (3)",No,Expense,Expense,Other,Not Incl,Not Incl,Public outreach,,,,,,,,,,,,
106,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):",Public Outreach,N/A,"Yes, (II) (E) (3)",No,Expense,Expense,Other,Not Incl,Not Incl,Public outreach,,,,,,,,,,,,
107,Operations,"3.2.1 Fees, One-Time (other expenses):",Public Outreach,N/A,"Yes, (II) (E) (3)",No,Expense,Expense,Other,Not Incl,Not Incl,Public outreach,,,,,,,,,,,,
108,PISC and Site Closure,"3.2.1 Fees, One-Time (other expenses):",Public Outreach,N/A,"Yes, (II) (E) (3)",No,Expense,Expense,Other,Not Incl,PISC,Public outreach,,,,,,,,,,,,
109,Site Selection & Site Characterization,"3.2.1 Fees, One-Time (other expenses):",Damages for site utilization: Strat Test,N/A,"Yes, (III) (A)",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
110,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):",Damages for site utilization: Injection Well,N/A,"Yes, (III) (C) ",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
111,Operations,"3.2.1 Fees, One-Time (other expenses):","Damages for site utilization: Monitoring Well (In Reservoir, Dual Completed, and Above Seal)",N/A,"Yes, § 146.90",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
112,Operations,"3.2.1 Fees, One-Time (other expenses):",Damages for site utilization: Surface monitoring,N/A,"Yes, (III) (F) (8)",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
113,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):",Exploration plan fee,N/A,30 CFR 550.211,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
114,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):",Deepwater operations plan fee,N/A,30 CFR 250.292,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
115,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):",New Pipeline Application (Lease Term),N/A,30 CFR 250.1000,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
116,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):",Pipeline Right-of-Way (ROW) Grant Application,N/A,30 CFR 250.1015,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
117,Permitting & Site Construction,"3.2.1 Fees, One-Time (other expenses):","Misc. Fees (i.e., Pipeline ROW fees)",N/A,30 CFR 250.1015 & 20 CFR 250.1018,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
118,Site Selection & Site Characterization,"3.2.1 Fees, One-Time (other expenses):",Geological and geophysical (G&G) prospecting permit fee,N/A,30 CFR 551.5,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
119,PISC and Site Closure,"3.2.1 Fees, One-Time (other expenses):",Application to Decommission a Pipeline (ROW),N/A,30 CFR 250.1751,No,Expense,Expense,Other,Not Incl,PISC,Other fees,,,,,,,,,,,,
120,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",New Facility Production Safety System Application (>125 components),N/A,30 CFR 250.842,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
121,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",New Facility Production Safety System Application (25 - 125 components),N/A,30 CFR 250.842,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
122,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",New Facility Production Safety System Application (<25 components),N/A,30 CFR 250.842,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
123,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Platform Application—Installation—Under the Platform Verification Program,N/A,30 CFR 250.905,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
124,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Platform Application—Installation—Fixed Structure Under the Platform Approval Program,N/A,30 CFR 250.905,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
125,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Platform Application—Installation—Caisson/Well Protector,N/A,30 CFR 250.905,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
126,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Application for converting an existing platform for a new purpose,N/A,30 CFR 250.905,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
127,Permitting & Site Construction,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Development and Production Plan (DPP) or Development Operations Coordination Document (DOCD),All wells,30 CFR 550.241,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
128,PISC and Site Closure,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Application to Remove a Platform or Other Facility,N/A,30 CFR 250.1727,No,Expense,Expense,Other,Not Incl,PISC,Other fees,,,,,,,,,,,,
129,Operations,"3.2.2 Fees, Operational Parameter Dependent (other expenses)",Pipeline ROW crosses annual rental fee,N/A,30 CFR 250.1751 & 30 CFR 250.1752,No,Expense,Expense,Other,Not Incl,Not Incl,Other fees,,,,,,,,,,,,
130,Operations,3.3 Periodic Reports:,Semi-annual reports [§146.91(a)],N/A,"Yes, § 146.91 (a)",No,Expense,Expense,Other,Not Incl,Not Incl,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
131,PISC and Site Closure,3.3 Periodic Reports:,Semi-annual reports [§146.91(a)],N/A,"Yes, § 146.91 (a)",No,Expense,Expense,Other,Not Incl,PISC,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
132,Operations,3.3 Periodic Reports:,Semi-annual reports [§146.91(a)],N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
133,PISC and Site Closure,3.3 Periodic Reports:,Semi-annual reports [§146.91(a)],N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
134,PISC and Site Closure,3.3 Periodic Reports:,Semi-annual reports [§146.91(a)],N/A,"Yes, § 146.91 (a)",No,Expense,Expense,Other,Not Incl,Not Incl,Reporting-Ops & PISC,,,,,,,,,,,,
135,PISC and Site Closure,3.3 Periodic Reports:,Semi-annual reports [§146.91(a)],N/A,"Yes, § 146.91 (a)",No,Expense,Expense,Other,Not Incl,PISC,Reporting-Ops & PISC,,,,,,,,,,,,
136,Operations,3.3 Periodic Reports:,Subpart RR ,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Subpart RR,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
137,PISC and Site Closure,3.3 Periodic Reports:,Subpart RR ,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Subpart RR,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
138,Operations,3.3 Periodic Reports:,Subpart RR ,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
139,PISC and Site Closure,3.3 Periodic Reports:,Subpart RR ,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
140,Operations,3.3 Periodic Reports:,Subpart RR ,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Subpart RR,,,,,,,,,,,,
141,PISC and Site Closure,3.3 Periodic Reports:,Subpart RR ,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Subpart RR,,,,,,,,,,,,
142,Operations,3.3 Periodic Reports:,AoR and corrective action plan,N/A,"Yes, § 146.84",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
143,PISC and Site Closure,3.3 Periodic Reports:,AoR and corrective action plan,N/A,"Yes, § 146.84",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,PISC,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
144,Operations,3.3 Periodic Reports:,AoR and corrective action plan,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
145,PISC and Site Closure,3.3 Periodic Reports:,AoR and corrective action plan,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
146,Operations,3.3 Periodic Reports:,AoR and corrective action plan,N/A,"Yes, § 146.84",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Reporting-Ops & PISC,,,,,,,,,,,,
147,PISC and Site Closure,3.3 Periodic Reports:,AoR and corrective action plan,N/A,"Yes, § 146.84",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,PISC,Reporting-Ops & PISC,,,,,,,,,,,,
148,Operations,3.3 Periodic Reports:,Testing and monitoring plan,N/A,"Yes, § 146.90",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
149,PISC and Site Closure,3.3 Periodic Reports:,Testing and monitoring plan,N/A,"Yes, § 146.90",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,PISC,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
150,Operations,3.3 Periodic Reports:,Testing and monitoring plan,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
151,PISC and Site Closure,3.3 Periodic Reports:,Testing and monitoring plan,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
152,Operations,3.3 Periodic Reports:,Testing and monitoring plan,N/A,"Yes, § 146.90",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Reporting-Ops & PISC,,,,,,,,,,,,
153,PISC and Site Closure,3.3 Periodic Reports:,Testing and monitoring plan,N/A,"Yes, § 146.90",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,PISC,Reporting-Ops & PISC,,,,,,,,,,,,
154,Operations,3.3 Periodic Reports:,Emergency and remedial response plan,N/A,"Yes, § 146.94 (a)",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
155,PISC and Site Closure,3.3 Periodic Reports:,Emergency and remedial response plan,N/A,"Yes, § 146.94 (a)",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,PISC,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
156,Operations,3.3 Periodic Reports:,Emergency and remedial response plan,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
157,PISC and Site Closure,3.3 Periodic Reports:,Emergency and remedial response plan,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
158,Operations,3.3 Periodic Reports:,Emergency and remedial response plan,N/A,"Yes, § 146.94 (a)",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,Not Incl,Reporting-Ops & PISC,,,,,,,,,,,,
159,PISC and Site Closure,3.3 Periodic Reports:,Emergency and remedial response plan,N/A,"Yes, § 146.94 (a)",Yes,Capital,Site Sel. & Site Char.,Other,Not Incl,PISC,Reporting-Ops & PISC,,,,,,,,,,,,
160,Operations,3.3 Periodic Reports:,Financial responsibility,N/A,"Yes, § 146.95 (b) (1) (iv)",No,Expense,Expense,Other,Not Incl,Not Incl,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
161,PISC and Site Closure,3.3 Periodic Reports:,Financial responsibility,N/A,"Yes, § 146.95 (b) (1) (iv)",No,Expense,Expense,Other,Not Incl,PISC,Reporting-Ops & PISC,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
162,Operations,3.3 Periodic Reports:,Financial responsibility,N/A,No,No,Expense,Expense,Other,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
163,PISC and Site Closure,3.3 Periodic Reports:,Financial responsibility,N/A,No,No,Expense,Expense,Other,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
164,Operations,3.3 Periodic Reports:,Financial responsibility,N/A,"Yes, § 146.95 (b) (1) (iv)",No,Expense,Expense,Other,Not Incl,Not Incl,Reporting-Ops & PISC,,,,,,,,,,,,
165,PISC and Site Closure,3.3 Periodic Reports:,Financial responsibility,N/A,"Yes, § 146.95 (b) (1) (iv)",No,Expense,Expense,Other,Not Incl,PISC,Reporting-Ops & PISC,,,,,,,,,,,,
